lesson_id,course_id,grade,band,source_lineage,generator_family,unit_number,day_in_unit,phase,audit_type,work_type,focus,question_count,question_kinds,science_brief_rows,structured_vocabulary_field,worked_example_payload,brief_duplicates_evidence,data_bearing,primary_route_kind,model_data_rows,graph_interpretation_requested,engineering_focus,engineering_language,remediation_route_count,mastery_rule_present,expected_reasoning_present,student_visible_safety,hazard_count,safe_order_steps,stop_condition_count,supervision_level,correctness_authority_present,correctness_adult_only,adult_key_heading_on_learner_sheet,learner_sheet_words,safety_section_words,analysis_section_words,science_payload_hash,model_payload_hash,phase_direction,tutor_structured_fields_present
ma-g3-science-u01-l11,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,1,11,Unit assessment,assessment/project,STUDENT_WORK_SHEET,measuring and recording data,7,DEMONSTRATE_MASTERY|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,True,6,True,True,True,0,0,8,none,True,True,False,2919,1008,271,a62c52988ecbea56fef025e4d3c15927830b0ebf10a15867a221da6e093dcef2,,"Without copying the brief, evaluate the candidate claim, interpret the evidence table, and apply the idea to a new example you create.",0
ma-g3-science-u01-l12,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,1,12,Correction and reflection,remediation,STUDENT_WORK_SHEET,criteria and constraints,7,ERROR_ANALYSIS|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,True,True,6,True,True,True,0,0,8,none,True,True,False,2860,1008,251,a6581b71e46108f5af6e1aa8279f7681213cabe921aad78cc3b1f4d063303a87,,"Locate one weakness in an earlier response, revise it with a named evidence code, and state what the revision fixes.",0
ma-g3-science-u02-l01,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,2,1,Launch and diagnostic,concept,STUDENT_WORK_SHEET,pushes and pulls,7,ACTIVATE_PRIOR|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2872,1008,259,2f978e5f814c19c53f86b330a2ce9bdffe467bf1fa850a0c326b0d4e3510c552,,"Write an initial explanation, then mark which evidence item would most strongly change it.",0
ma-g3-science-u02-l02,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,2,2,Concept model A,concept,STUDENT_WORK_SHEET,balanced and unbalanced forces,7,MODEL_BUILD|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2918,1008,262,709fdb7ae416892a85af21e9d1d05a89abae4a68cf944f7c044dd2c374545a11,,Build a labelled model that includes every accepted relationship in the science brief and test it against the case claim.,0
ma-g3-science-u02-l03,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,2,3,Guided practice A,concept,STUDENT_WORK_SHEET,patterns in motion,7,GUIDED_PRACTICE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2864,1008,250,9d6ed58566042ab35f84cf751c2f7d6f9efec7835fd7e75c7a6dc6a35f75b3ce,,Use E1 with E2 first; then add E3 and revise any conclusion that no longer fits.,0
ma-g3-science-u02-l04,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,2,4,Independent application A,mastery,STUDENT_WORK_SHEET,predicting motion,7,APPLY_INDEPENDENT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2846,1008,256,f00840cdb4048ef8235f76fedb017b52edc13b99af457d000cf534aa3861a33a,,Evaluate the case claim independently using at least two evidence codes and one stated limitation.,0
ma-g3-science-u02-l05,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,2,5,Concept model B,concept,STUDENT_WORK_SHEET,measuring distance and time,7,MODEL_BUILD|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2899,1008,262,7620fb5f3cd29291921f1bbe2940592698c550a2ab6deece8f6d21e3d1ca3cf9,,Build a second representation of the same evidence and identify one feature the first model hid.,0
ma-g3-science-u02-l06,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,2,6,Guided practice B,concept,STUDENT_WORK_SHEET,friction and surfaces,7,GUIDED_PRACTICE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2860,1008,250,72737c89b7be8106654b98d9e48089b575bf0036303d85307f05be892c997508,,"Sort all evidence as supports, challenges, or does not decide, and justify every placement.",0
ma-g3-science-u02-l07,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,2,7,Investigation or close reading,inquiry/investigation,INVESTIGATION_DATA_SHEET,pushes and pulls,7,ANALYZE_EVIDENCE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,True,DOCUMENT_INVESTIGATION,0,False,False,False,6,True,True,True,0,0,8,direct-adult,True,True,False,3314,1006,248,2f978e5f814c19c53f86b330a2ce9bdffe467bf1fa850a0c326b0d4e3510c552,,Carry out the document investigation in the stated order and record the evidence tally before writing a conclusion.,0
ma-g3-science-u02-l08,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,2,8,Reteach and varied practice,remediation,STUDENT_WORK_SHEET,balanced and unbalanced forces,7,ERROR_ANALYSIS|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2913,1008,258,709fdb7ae416892a85af21e9d1d05a89abae4a68cf944f7c044dd2c374545a11,,"Correct the candidate claim, explain the exact evidence that makes the correction necessary, and create one fresh example.",0
ma-g3-science-u02-l09,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,2,9,Performance task build,assessment/project,INVESTIGATION_DATA_SHEET,patterns in motion,7,BUILD_PRODUCT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,True,DOCUMENT_INVESTIGATION,0,False,False,False,6,True,True,True,0,0,8,direct-adult,True,True,False,3334,1006,258,9d6ed58566042ab35f84cf751c2f7d6f9efec7835fd7e75c7a6dc6a35f75b3ce,,Use the supplied record to build a claim-evidence-reasoning product that another reader can check line by line.,0
ma-g3-science-u02-l10,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,2,10,Synthesis and review,review,STUDENT_WORK_SHEET,predicting motion,7,CONNECT_UNIT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2862,1008,267,f00840cdb4048ef8235f76fedb017b52edc13b99af457d000cf534aa3861a33a,,"Connect at least three evidence items, state the boundary of the conclusion, and answer the unit question.",0
ma-g3-science-u02-l11,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,2,11,Unit assessment,assessment/project,STUDENT_WORK_SHEET,measuring distance and time,7,DEMONSTRATE_MASTERY|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2908,1008,271,7620fb5f3cd29291921f1bbe2940592698c550a2ab6deece8f6d21e3d1ca3cf9,,"Without copying the brief, evaluate the candidate claim, interpret the evidence table, and apply the idea to a new example you create.",0
ma-g3-science-u02-l12,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,2,12,Correction and reflection,remediation,STUDENT_WORK_SHEET,friction and surfaces,7,ERROR_ANALYSIS|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2874,1008,251,72737c89b7be8106654b98d9e48089b575bf0036303d85307f05be892c997508,,"Locate one weakness in an earlier response, revise it with a named evidence code, and state what the revision fixes.",0
ma-g3-science-u03-l01,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,3,1,Launch and diagnostic,concept,STUDENT_WORK_SHEET,magnetic attraction and repulsion,7,ACTIVATE_PRIOR|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2903,1008,266,319c9c2f266d312a2bf5736df70ac785a11bbb41d281155658fd698bac2cee57,,"Write an initial explanation, then mark which evidence item would most strongly change it.",0
ma-g3-science-u03-l02,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,3,2,Concept model A,concept,STUDENT_WORK_SHEET,magnet poles,7,MODEL_BUILD|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2819,1008,248,ee608244e7506ffc42ac4c23c661014b63072a94b7677665f2aa70ba825fb111,,Build a labelled model that includes every accepted relationship in the science brief and test it against the case claim.,0
ma-g3-science-u03-l03,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,3,3,Guided practice A,concept,STUDENT_WORK_SHEET,forces without contact,7,GUIDED_PRACTICE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2816,1008,250,5af01c80ed13a95edbadcc67e2297f63695b2d369e6435d7631d4ae07444d827,,Use E1 with E2 first; then add E3 and revise any conclusion that no longer fits.,0
ma-g3-science-u03-l04,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,3,4,Independent application A,mastery,STUDENT_WORK_SHEET,static electric interactions,7,APPLY_INDEPENDENT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2898,1008,272,59abed6ec9d77372483ad1a2e57255680315c00cb72988144a6950d600860683,,Evaluate the case claim independently using at least two evidence codes and one stated limitation.,0
ma-g3-science-u03-l05,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,3,5,Concept model B,concept,STUDENT_WORK_SHEET,cause and effect,7,MODEL_BUILD|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2849,1008,255,0c4eac2cef0088d8c42f08eaeb0fd4e78a0d1253884211f8d669fbd6697633ff,,Build a second representation of the same evidence and identify one feature the first model hid.,0
ma-g3-science-u03-l06,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,3,6,Guided practice B,concept,STUDENT_WORK_SHEET,solving a problem with magnets,7,GUIDED_PRACTICE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2893,1008,264,96321b14c03ec5ecdffac146a56b08c13d1eb2b1890a65eac6edfe32779a4759,,"Sort all evidence as supports, challenges, or does not decide, and justify every placement.",0
ma-g3-science-u03-l07,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,3,7,Investigation or close reading,inquiry/investigation,INVESTIGATION_DATA_SHEET,magnetic attraction and repulsion,7,ANALYZE_EVIDENCE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,True,DOCUMENT_INVESTIGATION,0,False,False,False,6,True,True,True,0,0,8,direct-adult,True,True,False,3359,1006,255,319c9c2f266d312a2bf5736df70ac785a11bbb41d281155658fd698bac2cee57,,Carry out the document investigation in the stated order and record the evidence tally before writing a conclusion.,0
ma-g3-science-u03-l08,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,3,8,Reteach and varied practice,remediation,STUDENT_WORK_SHEET,magnet poles,7,ERROR_ANALYSIS|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2814,1008,244,ee608244e7506ffc42ac4c23c661014b63072a94b7677665f2aa70ba825fb111,,"Correct the candidate claim, explain the exact evidence that makes the correction necessary, and create one fresh example.",0
ma-g3-science-u03-l09,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,3,9,Performance task build,assessment/project,INVESTIGATION_DATA_SHEET,forces without contact,7,BUILD_PRODUCT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,True,DOCUMENT_INVESTIGATION,0,False,False,False,6,True,True,True,0,0,8,direct-adult,True,True,False,3262,1006,258,5af01c80ed13a95edbadcc67e2297f63695b2d369e6435d7631d4ae07444d827,,Use the supplied record to build a claim-evidence-reasoning product that another reader can check line by line.,0
ma-g3-science-u03-l10,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,3,10,Synthesis and review,review,STUDENT_WORK_SHEET,static electric interactions,7,CONNECT_UNIT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2906,1008,275,59abed6ec9d77372483ad1a2e57255680315c00cb72988144a6950d600860683,,"Connect at least three evidence items, state the boundary of the conclusion, and answer the unit question.",0
ma-g3-science-u03-l11,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,3,11,Unit assessment,assessment/project,STUDENT_WORK_SHEET,cause and effect,7,DEMONSTRATE_MASTERY|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2858,1008,264,0c4eac2cef0088d8c42f08eaeb0fd4e78a0d1253884211f8d669fbd6697633ff,,"Without copying the brief, evaluate the candidate claim, interpret the evidence table, and apply the idea to a new example you create.",0
ma-g3-science-u03-l12,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,3,12,Correction and reflection,remediation,STUDENT_WORK_SHEET,solving a problem with magnets,7,ERROR_ANALYSIS|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2907,1008,265,96321b14c03ec5ecdffac146a56b08c13d1eb2b1890a65eac6edfe32779a4759,,"Locate one weakness in an earlier response, revise it with a named evidence code, and state what the revision fixes.",0
ma-g3-science-u04-l01,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,4,1,Launch and diagnostic,concept,STUDENT_WORK_SHEET,"birth, growth, reproduction, and death",7,ACTIVATE_PRIOR|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2924,1008,273,cc6e7cc686adf2bcbde87d8c3ba9c94db751fcf217076a20f8369b9da73f0ac2,,"Write an initial explanation, then mark which evidence item would most strongly change it.",0
ma-g3-science-u04-l02,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,4,2,Concept model A,concept,STUDENT_WORK_SHEET,plant life cycles,7,MODEL_BUILD|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2908,1008,255,121dfa5a4075d23580d6c5e87be8a8cf1513ce7d373217141608d860b5a761ce,,Build a labelled model that includes every accepted relationship in the science brief and test it against the case claim.,0
ma-g3-science-u04-l03,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,4,3,Guided practice A,concept,STUDENT_WORK_SHEET,insect life cycles,7,GUIDED_PRACTICE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2832,1008,250,5a7f576f484e2e89ca925f6df9055f3fdd2fec333d44d867fa1344db425c9fef,,Use E1 with E2 first; then add E3 and revise any conclusion that no longer fits.,0
ma-g3-science-u04-l04,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,4,4,Independent application A,mastery,STUDENT_WORK_SHEET,comparing life cycles,7,APPLY_INDEPENDENT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2869,1008,269,9576491320767a448bbf0626a91e78ffd82b01f2c456f61b5f32bdbf2b3bd0f8,,Evaluate the case claim independently using at least two evidence codes and one stated limitation.,0
ma-g3-science-u04-l05,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,4,5,Concept model B,concept,STUDENT_WORK_SHEET,modeling a life cycle,7,MODEL_BUILD|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2874,1008,262,fec14dc1d1b7b006872a7af2ed17f80ff9753930c963297f53b95d68596df0c1,,Build a second representation of the same evidence and identify one feature the first model hid.,0
ma-g3-science-u04-l06,ma-g3-science,3,elementary,g34-committed,g34-k8-elementary,4,6,Guided practice B,concept,STUDENT_WORK_SHEET,diverse but shared patterns,7,GUIDED_PRACTICE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,6,True,True,True,0,0,8,none,True,True,False,2867,1008,257,6b2e0613ce522bf6b965066abfe1c3c79b90075c557b12b0a7cafe8ce1e2abdd,,"Sort all evidence as supports, challenges, or does not decide, and justify every placement.",0
