course_id,grade,subject,cited_code,resolved_code,classification,alias_applied,label_printed_by_source,source_defect,source_printed_variant,citation_count,prior_mapping_status,source_id,evidence_pages,method
ma-g3-mathematics,3,mathematics,3.OA.6,3.OA.6,COMPOSITE_VERIFIED,,False,False,,8,canonical,mde-mathematics,25|25,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g3-mathematics,3,mathematics,3.OA.7,3.OA.7,COMPOSITE_VERIFIED,,False,False,,16,canonical,mde-mathematics,25|25,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g3-mathematics,3,mathematics,3.OA.8,3.OA.8,COMPOSITE_VERIFIED,,False,False,,18,canonical,mde-mathematics,25|25,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g3-mathematics,3,mathematics,3.OA.9,3.OA.9,COMPOSITE_VERIFIED,,False,False,,6,canonical,mde-mathematics,25|25,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g3-mathematics,3,mathematics,MP.1,"Standards for Mathematical Practice, practice 1",COMPOSITE_VERIFIED,,False,False,,13,human-review,mde-mathematics,8,"house label MP.n resolved by alias-maps/math-practice.alias.json; the source prints the practice number and title, not the ""MP."" label"
ma-g3-mathematics,3,mathematics,MP.3,"Standards for Mathematical Practice, practice 3",COMPOSITE_VERIFIED,,False,False,,19,human-review,mde-mathematics,8,"house label MP.n resolved by alias-maps/math-practice.alias.json; the source prints the practice number and title, not the ""MP."" label"
ma-g3-mathematics,3,mathematics,MP.4,"Standards for Mathematical Practice, practice 4",COMPOSITE_VERIFIED,,False,False,,18,human-review,mde-mathematics,9,"house label MP.n resolved by alias-maps/math-practice.alias.json; the source prints the practice number and title, not the ""MP."" label"
ma-g3-mathematics,3,mathematics,MP.5,"Standards for Mathematical Practice, practice 5",COMPOSITE_VERIFIED,,False,False,,2,human-review,mde-mathematics,9,"house label MP.n resolved by alias-maps/math-practice.alias.json; the source prints the practice number and title, not the ""MP."" label"
ma-g3-mathematics,3,mathematics,MP.6,"Standards for Mathematical Practice, practice 6",COMPOSITE_VERIFIED,,False,False,,10,human-review,mde-mathematics,9,"house label MP.n resolved by alias-maps/math-practice.alias.json; the source prints the practice number and title, not the ""MP."" label"
ma-g3-mathematics,3,mathematics,MP.7,"Standards for Mathematical Practice, practice 7",COMPOSITE_VERIFIED,,False,False,,3,human-review,mde-mathematics,10,"house label MP.n resolved by alias-maps/math-practice.alias.json; the source prints the practice number and title, not the ""MP."" label"
ma-g4-mathematics,4,mathematics,4.G.1,4.G.1,COMPOSITE_VERIFIED,,False,False,,4,canonical,mde-mathematics,34|34,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.G.2,4.G.2,COMPOSITE_VERIFIED,,False,False,,7,canonical,mde-mathematics,34|34,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.G.3,4.G.3,COMPOSITE_VERIFIED,,False,False,,6,canonical,mde-mathematics,34|34,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.MD.1,4.MD.1,COMPOSITE_VERIFIED,,False,False,,12,canonical,mde-mathematics,33|33,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.MD.2,4.MD.2,COMPOSITE_VERIFIED,,False,False,,8,canonical,mde-mathematics,33|33,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.MD.3,4.MD.3,COMPOSITE_VERIFIED,,False,False,,7,canonical,mde-mathematics,33|33,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.MD.4,4.MD.4,COMPOSITE_VERIFIED,,False,False,,6,canonical,mde-mathematics,33|33,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.MD.5,4.MD.5,COMPOSITE_VERIFIED,,False,False,,5,canonical,mde-mathematics,33|33,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.MD.6,4.MD.6,COMPOSITE_VERIFIED,,False,False,,8,canonical,mde-mathematics,33|34,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.MD.7,4.MD.7,COMPOSITE_VERIFIED,,False,False,,6,canonical,mde-mathematics,33|34,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.NBT.1,4.NBT.1,COMPOSITE_VERIFIED,,False,False,,10,canonical,mde-mathematics,31|31,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.NBT.2,4.NBT.2,COMPOSITE_VERIFIED,,False,False,,13,canonical,mde-mathematics,31|31,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.NBT.3,4.NBT.3,COMPOSITE_VERIFIED,,False,False,,9,canonical,mde-mathematics,31|31,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.NBT.4,4.NBT.4,COMPOSITE_VERIFIED,,False,False,,15,canonical,mde-mathematics,31|31,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.NBT.5,4.NBT.5,COMPOSITE_VERIFIED,,False,False,,16,canonical,mde-mathematics,31|31,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.NBT.6,4.NBT.6,COMPOSITE_VERIFIED,,False,False,,13,canonical,mde-mathematics,31|32,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.NF.1,4.NF.1,COMPOSITE_VERIFIED,,False,False,,13,canonical,mde-mathematics,32|32,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.NF.2,4.NF.2,COMPOSITE_VERIFIED,,False,False,,11,canonical,mde-mathematics,32|32,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.NF.3,4.NF.3,COMPOSITE_VERIFIED,,False,False,,13,canonical,mde-mathematics,32|32,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.NF.4,4.NF.4,COMPOSITE_VERIFIED,,False,False,,10,canonical,mde-mathematics,32|32,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.NF.5,4.NF.5,COMPOSITE_VERIFIED,,False,False,,6,canonical,mde-mathematics,32|33,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.NF.6,4.NF.6,COMPOSITE_VERIFIED,,False,False,,12,canonical,mde-mathematics,32|33,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.NF.7,4.NF.7,COMPOSITE_VERIFIED,,False,False,,8,canonical,mde-mathematics,32|33,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.OA.1,4.OA.1,COMPOSITE_VERIFIED,,False,False,,7,canonical,mde-mathematics,31|31,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.OA.2,4.OA.2,COMPOSITE_VERIFIED,,False,False,,9,canonical,mde-mathematics,31|31,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.OA.3,4.OA.3,COMPOSITE_VERIFIED,,False,False,,23,canonical,mde-mathematics,31|31,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.OA.4,4.OA.4,COMPOSITE_VERIFIED,,False,False,,11,canonical,mde-mathematics,31|31,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,4.OA.5,4.OA.5,COMPOSITE_VERIFIED,,False,False,,3,canonical,mde-mathematics,31|31,the source prints the domain code as a section header and the standards as numbered items beneath it; <grade>.<domain>.<number> is composed from both
ma-g4-mathematics,4,mathematics,MP.1,"Standards for Mathematical Practice, practice 1",COMPOSITE_VERIFIED,,False,False,,11,human-review,mde-mathematics,8,"house label MP.n resolved by alias-maps/math-practice.alias.json; the source prints the practice number and title, not the ""MP."" label"
ma-g4-mathematics,4,mathematics,MP.3,"Standards for Mathematical Practice, practice 3",COMPOSITE_VERIFIED,,False,False,,19,human-review,mde-mathematics,8,"house label MP.n resolved by alias-maps/math-practice.alias.json; the source prints the practice number and title, not the ""MP."" label"
ma-g4-mathematics,4,mathematics,MP.4,"Standards for Mathematical Practice, practice 4",COMPOSITE_VERIFIED,,False,False,,19,human-review,mde-mathematics,9,"house label MP.n resolved by alias-maps/math-practice.alias.json; the source prints the practice number and title, not the ""MP."" label"
ma-g4-mathematics,4,mathematics,MP.5,"Standards for Mathematical Practice, practice 5",COMPOSITE_VERIFIED,,False,False,,2,human-review,mde-mathematics,9,"house label MP.n resolved by alias-maps/math-practice.alias.json; the source prints the practice number and title, not the ""MP."" label"
ma-g4-mathematics,4,mathematics,MP.6,"Standards for Mathematical Practice, practice 6",COMPOSITE_VERIFIED,,False,False,,3,human-review,mde-mathematics,9,"house label MP.n resolved by alias-maps/math-practice.alias.json; the source prints the practice number and title, not the ""MP."" label"
ma-g4-mathematics,4,mathematics,MP.7,"Standards for Mathematical Practice, practice 7",COMPOSITE_VERIFIED,,False,False,,2,human-review,mde-mathematics,10,"house label MP.n resolved by alias-maps/math-practice.alias.json; the source prints the practice number and title, not the ""MP."" label"
ma-g3-english-language-arts,3,english-language-arts,3.L.1,L.3.1,COMPOSITE_VERIFIED,ela-code-order,False,False,,11,canonical,mde-english-language-arts,26|28|28|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.L.2,L.3.2,COMPOSITE_VERIFIED,ela-code-order,False,False,,11,canonical,mde-english-language-arts,26|28|28|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.L.3,L.3.3,COMPOSITE_VERIFIED,ela-code-order,False,False,,3,canonical,mde-english-language-arts,26|29|29|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.L.4,L.3.4,COMPOSITE_VERIFIED,ela-code-order,False,False,,12,canonical,mde-english-language-arts,26|29|29|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.L.5,L.3.5,COMPOSITE_VERIFIED,ela-code-order,False,False,,6,canonical,mde-english-language-arts,26|29|29|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.L.6,L.3.6,COMPOSITE_VERIFIED,ela-code-order,False,False,,5,canonical,mde-english-language-arts,26|29|29|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RF.3,RF.3.3,COMPOSITE_VERIFIED,ela-code-order,False,False,,21,canonical,mde-english-language-arts,15|17|17|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RF.4,RF.3.4,COMPOSITE_VERIFIED,ela-code-order,False,False,,13,canonical,mde-english-language-arts,15|17|17|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RI.1,RI.3.1,COMPOSITE_VERIFIED,ela-code-order,False,False,,15,canonical,mde-english-language-arts,13|14|14|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RI.10,RI.3.10,COMPOSITE_VERIFIED,ela-code-order,False,False,,2,canonical,mde-english-language-arts,13|14|14|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RI.2,RI.3.2,COMPOSITE_VERIFIED,ela-code-order,False,False,,13,canonical,mde-english-language-arts,13|14|14|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RI.3,RI.3.3,COMPOSITE_VERIFIED,ela-code-order,False,False,,9,canonical,mde-english-language-arts,13|14|14|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RI.4,RI.3.4,COMPOSITE_VERIFIED,ela-code-order,False,False,,7,canonical,mde-english-language-arts,13|14|14|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RI.5,RI.3.5,COMPOSITE_VERIFIED,ela-code-order,False,False,,4,canonical,mde-english-language-arts,13|14|14|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RI.6,RI.3.6,COMPOSITE_VERIFIED,ela-code-order,False,False,,2,canonical,mde-english-language-arts,13|14|14|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RI.7,RI.3.7,COMPOSITE_VERIFIED,ela-code-order,False,False,,3,canonical,mde-english-language-arts,13|14|14|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RI.8,RI.3.8,COMPOSITE_VERIFIED,ela-code-order,False,False,,12,canonical,mde-english-language-arts,13|14|14|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RI.9,RI.3.9,COMPOSITE_VERIFIED,ela-code-order,False,False,,7,canonical,mde-english-language-arts,13|14|14|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RL.1,RL.3.1,COMPOSITE_VERIFIED,ela-code-order,False,False,,13,canonical,mde-english-language-arts,11|12|12|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RL.10,RL.3.10,COMPOSITE_VERIFIED,ela-code-order,False,False,,4,canonical,mde-english-language-arts,11|12|12|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RL.2,RL.3.2,COMPOSITE_VERIFIED,ela-code-order,False,False,,8,canonical,mde-english-language-arts,11|12|12|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RL.3,RL.3.3,COMPOSITE_VERIFIED,ela-code-order,False,False,,8,canonical,mde-english-language-arts,11|12|12|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RL.4,RL.3.4,COMPOSITE_VERIFIED,ela-code-order,False,False,,8,canonical,mde-english-language-arts,11|12|12|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RL.5,RL.3.5,COMPOSITE_VERIFIED,ela-code-order,False,False,,7,canonical,mde-english-language-arts,11|12|12|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RL.6,RL.3.6,COMPOSITE_VERIFIED,ela-code-order,False,False,,2,canonical,mde-english-language-arts,11|12|12|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RL.7,RL.3.7,COMPOSITE_VERIFIED,ela-code-order,False,False,,2,canonical,mde-english-language-arts,11|12|12|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.RL.9,RL.3.9,COMPOSITE_VERIFIED,ela-code-order,False,False,,1,canonical,mde-english-language-arts,11|12|12|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.SL.1,SL.3.1,COMPOSITE_VERIFIED,ela-code-order,False,False,,3,canonical,mde-english-language-arts,23|24|24|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.SL.2,SL.3.2,COMPOSITE_VERIFIED,ela-code-order,False,False,,1,canonical,mde-english-language-arts,23|24|24|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.SL.3,SL.3.3,COMPOSITE_VERIFIED,ela-code-order,False,False,,1,canonical,mde-english-language-arts,23|24|24|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.SL.4,SL.3.4,COMPOSITE_VERIFIED,ela-code-order,False,False,,6,canonical,mde-english-language-arts,23|24|24|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.SL.5,SL.3.5,COMPOSITE_VERIFIED,ela-code-order,False,False,,2,canonical,mde-english-language-arts,23|24|24|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.SL.6,SL.3.6,COMPOSITE_VERIFIED,ela-code-order,False,False,,5,canonical,mde-english-language-arts,23|24|24|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.W.1,W.3.1,COMPOSITE_VERIFIED,ela-code-order,False,False,,13,canonical,mde-english-language-arts,19|20|20|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.W.10,W.3.10,COMPOSITE_VERIFIED,ela-code-order,False,False,,10,canonical,mde-english-language-arts,19|21|21|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.W.2,W.3.2,COMPOSITE_VERIFIED,ela-code-order,False,False,,15,canonical,mde-english-language-arts,19|20|20|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.W.3,W.3.3,COMPOSITE_VERIFIED,ela-code-order,False,False,,10,canonical,mde-english-language-arts,19|20|20|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.W.4,W.3.4,COMPOSITE_VERIFIED,ela-code-order,False,False,,16,canonical,mde-english-language-arts,19|21|21|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.W.5,W.3.5,COMPOSITE_VERIFIED,ela-code-order,False,False,,14,canonical,mde-english-language-arts,19|21|21|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.W.6,W.3.6,COMPOSITE_VERIFIED,ela-code-order,False,False,,3,canonical,mde-english-language-arts,19|21|21|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
ma-g3-english-language-arts,3,english-language-arts,3.W.7,W.3.7,COMPOSITE_VERIFIED,ela-code-order,False,False,,6,canonical,mde-english-language-arts,19|21|21|8,"house <grade>.<strand>.<number> transposed to the source-stated <strand>.<grade>.<number>, then verified from the printed strand designator, grade column header and numbered standard"
